location_id,location_name,method,rod,time_of_day,encounter_rate,pokemon,min_level,max_level
197,Restaurant,grass,,any,1,Rattata,100,100
162,Route 213,grass,,any,1,Munchlax,100,100
2,Pastoria City,grass,,any,1,Buizel,49,49
23,Great Marsh,grass,,any,1,Treecko,50,50
24,Great Marsh,grass,,any,1,Aipom,50,50
25,Great Marsh,grass,,any,1,Lickitung,50,50
26,Great Marsh,grass,,any,1,Marshtomp,50,50
27,Great Marsh,grass,,any,1,Gligar,50,50
28,Great Marsh,grass,,any,1,Kangaskhan,50,50
9,Fuego Ironworks,grass,,any,1,Magnemite,55,55
196,Floroma Meadow,grass,,any,1,Kirlia,60,60
157,Clamberclaw Cliffs,grass,,any,1,Altaria,45,45
177,Celestic Town,grass,,any,1,Gallade,55,55
159,Route 211,grass,,any,1,Exeggcute,55,55
21,Mt. Coronet,grass,,any,1,Teddiursa,65,65
122,Iron Island,grass,,any,1,Bronzor,56,56
123,Iron Island,grass,,any,1,Bronzor,56,56
124,Iron Island,grass,,any,1,Magneton,56,56
198,Underground,grass,,any,1,Nidoking,45,45
199,Underground,grass,,any,1,Vespiquen,45,45
200,Underground,grass,,any,1,Magmortar,45,45
201,Underground,grass,,any,1,Froslass,45,45
125,Old Chateau,grass,,any,1,Gengar,46,46
126,Old Chateau,grass,,any,1,Duskull,46,46
127,Old Chateau,grass,,any,1,Gengar,66,66
128,Old Chateau,grass,,any,1,Duskull,46,46
129,Old Chateau,grass,,any,1,Gastly,17,17
130,Old Chateau,grass,,any,1,Gengar,46,46
131,Old Chateau,grass,,any,1,Gengar,46,46
132,Old Chateau,grass,,any,1,Mismagius,46,46
133,Old Chateau,grass,,any,1,Mismagius,46,46
151,Lost Tower 1F,grass,,any,1,Natu,24,24
152,Lost Tower 2F,grass,,any,1,Drowzee,46,46
153,Lost Tower 3F,grass,,any,1,Drowzee,66,66
154,Lost Tower 4F,grass,,any,1,Gastly,78,78
155,Lost Tower 5F,grass,,any,1,Houndour,86,86
195,Lake Valor,grass,,any,1,Magikarp,1,1
20,Mt. Coronet,grass,,any,1,Teddiursa,65,65
21,Mt. Coronet,grass,,any,1,Teddiursa,65,65
165,Route 216,grass,,any,1,Typhlosion,65,65
166,Route 217,grass,,any,1,Jynx,70,70
139,Acuity Lakefront,grass,,any,1,Mamoswine,65,65
107,Snowpoint Temple,grass,,any,1,Beldum,75,75
108,Snowpoint Temple,grass,,any,1,Beldum,75,75
109,Snowpoint Temple,grass,,any,1,Beldum,75,75
110,Snowpoint Temple,grass,,any,1,Beldum,75,75
111,Snowpoint Temple,grass,,any,1,Beldum,75,75
172,Route 225,grass,,any,1,Hariyama,65,65
173,Route 227,grass,,any,1,Skarmory,55,55
174,Route 228,grass,,any,1,Yanma,55,55
175,Route 229,grass,,any,1,Vespiquen,65,65
181,Route 226,grass,,any,1,Swablu,55,55
182,Route 230,grass,,any,1,Tauros,55,55
56,Stark Mountain,grass,,any,1,Aerodactyl,95,95
57,Stark Mountain,grass,,any,1,Charizard,99,99
170,Route 222,grass,,any,1,Magneton,70,70
3,Sunyshore City,grass,,any,1,Magneton,85,85
169,Route 221,grass,,any,1,Slaking,90,90
161,Route 212,grass,,any,1,Tangela,55,55
113,Wayward Cave,grass,,any,1,Gible,55,55
112,Wayward Cave,grass,,any,1,Larvitar,14,14
137,Lake Acuity,grass,,any,1,Froslass,65,65
11,Mt Coronet 2f,grass,,any,1,Aggron,90,90
12,Mt Coronet 3f,grass,,any,1,Pupitar,90,90
13,Coronet Highlands,grass,,any,1,Metagross,100,100
14,Coronet Highlands,grass,,any,1,Snorlax,100,100
15,Coronet Highlands,grass,,any,1,Salamence,100,100
16,Coronet Highlands,grass,,any,1,Metang,100,100
19,Celestica Ruins,grass,,any,1,Salamence,10,10
17,Coronet Highlands,grass,,any,1,Magnezone,100,100
18,Coronet Highlands,grass,,any,1,Snorlax,100,100
190,Distortion World Area 1,grass,,any,1,Clefable,55,55
191,Distortion World Area 2,grass,,any,1,Misdreavus,100,100
192,Distortion World Area 3,grass,,any,1,Misdreavus,65,65
59,Sendoff Spring,grass,,any,1,Togepi,65,65
63,Turnback Cave,grass,,any,1,Duskull,66,66
79,Turnback Cave,grass,,any,1,Grovyle,66,66
59,Sendoff Spring,grass,,any,1,Togepi,65,65
47,Victory Road,grass,,any,1,Gible,97,97
48,Victory Road,grass,,any,1,Machamp,100,100
49,Victory Road,grass,,any,1,Wobbuffet,100,100
50,Victory Road,grass,,any,1,Wobbuffet,100,100
51,Victory Road,grass,,any,1,Exploud,100,100
52,Victory Road,grass,,any,1,Steelix,100,100
171,Route 224,grass,,any,1,Togekiss,65,65
136,Lake Valor,grass,,any,1,Salamence,100,100
4,Pokémon League,grass,,any,1,Chimchar,75,75
176,Twinleaf Town,grass,,any,1,Pikachu,8,8
140,Route 201,grass,,any,1,Bidoof,4,4
140,Verity Lakefront,grass,,any,1,Bidoof,4,4
134,Lake Verity,grass,,any,1,Seel,4,4
135,Lake Verity,grass,,any,1,Snorunt,4,4
187,Sandgem Town,grass,,any,1,Krabby,5,5
141,Route 202,grass,,any,1,Spearow,5,5
143,Route 204 South,grass,,any,1,Bulbasaur,9,9
53,Ravaged Path,grass,,any,1,Mankey,7,7
167,Route 218,grass,,any,1,Pidgeot,30,30
142,Route 203,grass,,any,1,Aipom,8,8
54,Oreburgh Gate 1F,grass,,any,1,Machop,8,8
55,Oreburgh Gate B1F,grass,,any,1,Mawile,15,15
183,Oreburgh City,grass,,any,1,Machop,6,6
148,Route 207,grass,,any,1,Ponyta,11,11
5,Oreburgh Mine,grass,,any,1,Machop,10,10
184,Jubilife City,grass,,any,1,Voltorb,15,15
144,Route 204 North,grass,,any,1,Lombre,14,14
185,Floaroma Town,grass,,any,1,Sunflora,15,15
7,Valley Windworks,grass,,any,1,Electrike,17,17
145,Route 205 South,grass,,any,1,Poochyena,18,18
8,Eterna Forest,grass,,any,1,Beedrill,23,23
146,Route 205 North,grass,,any,1,Poochyena,20,20
1,Eterna City,grass,,any,1,Grovyle,20,20
158,Route 211 West,grass,,any,1,Torchic,17,17
147,Route 206,grass,,any,1,Furret,23,23
10,Mt. Coronet 1F,grass,,any,1,Cleffa,24,24
149,Route 208,grass,,any,1,Spinda,20,20
,Amity Square,grass,,any,1,Torchic,20,20
150,Route 209,grass,,any,1,Stantler,36,36
188,Solaceon Town,grass,,any,1,Miltank,38,38
31,Solaceon Ruins,grass,,any,1,Stantler,37,37
156,Route 210 South,grass,,any,1,Miltank,41,41
164,Route 215,grass,,any,1,Scyther,42,42
163,Route 214,grass,,any,1,Arcanine,45,45
116,Maniac Tunnel,grass,,any,1,Dunsparce,45,45
138,Valor Lakefront,grass,,any,1,Torkoal,47,47
197,Restaurant,grass,,any,1,Raticate,55,55
162,Route 213,grass,,any,1,Togetic,100,100
2,Pastoria City,grass,,any,1,Floatzel,49,49
23,Great Marsh,grass,,any,1,Grovyle,50,50
24,Great Marsh,grass,,any,1,Vigoroth,50,50
25,Great Marsh,grass,,any,1,Shroomish,50,50
26,Great Marsh,grass,,any,1,Bulbasaur,50,50
27,Great Marsh,grass,,any,1,Skorupi,50,50
28,Great Marsh,grass,,any,1,Chikorita,50,50
9,Fuego Ironworks,grass,,any,1,Lairon,55,55
196,Floroma Meadow,grass,,any,1,Misdreavus,60,60
157,Clamberclaw Cliffs,grass,,any,1,Zangoose,45,45
177,Celestic Town,grass,,any,1,Gardevoir,55,55
159,Route 211,grass,,any,1,Vigoroth,55,55
21,Mt. Coronet,grass,,any,1,Teddiursa,65,65
122,Iron Island,grass,,any,1,Scizor,56,56
123,Iron Island,grass,,any,1,Beldum,56,56
124,Iron Island,grass,,any,1,Beldum,56,56
198,Underground,grass,,any,1,Nidoqueen,45,45
199,Underground,grass,,any,1,Tangela,45,45
200,Underground,grass,,any,1,Ninetales,45,45
201,Underground,grass,,any,1,Jynx,45,45
125,Old Chateau,grass,,any,1,Gengar,66,66
126,Old Chateau,grass,,any,1,Dusclops,66,66
127,Old Chateau,grass,,any,1,Gengar,66,66
128,Old Chateau,grass,,any,1,Gengar,66,66
129,Old Chateau,grass,,any,1,Gastly,17,17
130,Old Chateau,grass,,any,1,Gengar,66,66
131,Old Chateau,grass,,any,1,Gengar,66,66
132,Old Chateau,grass,,any,1,Mismagius,66,66
133,Old Chateau,grass,,any,1,Mismagius,66,66
151,Lost Tower 1F,grass,,any,1,Natu,24,24
152,Lost Tower 2F,grass,,any,1,Meowth,46,46
153,Lost Tower 3F,grass,,any,1,Honchkrow,66,66
154,Lost Tower 4F,grass,,any,1,Crobat,78,78
155,Lost Tower 5F,grass,,any,1,Houndour,86,86
195,Lake Valor,grass,,any,1,Magikarp,100,100
20,Mt. Coronet,grass,,any,1,Teddiursa,65,65
21,Mt. Coronet,grass,,any,1,Teddiursa,65,65
165,Route 216,grass,,any,1,Typhlosion,65,65
166,Route 217,grass,,any,1,Jynx,70,70
139,Acuity Lakefront,grass,,any,1,Weavile,65,65
107,Snowpoint Temple,grass,,any,1,Gallade,100,100
108,Snowpoint Temple,grass,,any,1,Gallade,100,100
109,Snowpoint Temple,grass,,any,1,Gallade,100,100
110,Snowpoint Temple,grass,,any,1,Gallade,100,100
111,Snowpoint Temple,grass,,any,1,Gallade,100,100
172,Route 225,grass,,any,1,Slaking,65,65
173,Route 227,grass,,any,1,Probopass,55,55
174,Route 228,grass,,any,1,Dugtrio,100,100
175,Route 229,grass,,any,1,Heracross,65,65
181,Route 226,grass,,any,1,Cleffa,55,55
182,Route 230,grass,,any,1,Dragonite,55,55
56,Stark Mountain,grass,,any,1,Arcanine,95,95
57,Stark Mountain,grass,,any,1,Magmortar,100,100
170,Route 222,grass,,any,1,Exeggutor,70,70
3,Sunyshore City,grass,,any,1,Exeggcute,85,85
169,Route 221,grass,,any,1,Tauros,90,90
161,Route 212,grass,,any,1,Tangrowth,55,55
113,Wayward Cave,grass,,any,1,Gible,55,55
112,Wayward Cave,grass,,any,1,Gible,14,14
137,Lake Acuity,grass,,any,1,Weavile,65,65
11,Mt Coronet 2f,grass,,any,1,Aggron,90,90
12,Mt Coronet 3f,grass,,any,1,Larvitar,90,90
13,Coronet Highlands,grass,,any,1,Weavile,100,100
14,Coronet Highlands,grass,,any,1,Lucario,100,100
15,Coronet Highlands,grass,,any,1,Gardevoir,100,100
16,Coronet Highlands,grass,,any,1,Beldum,100,100
19,Celestica Ruins,grass,,any,1,Tyranitar,10,10
17,Coronet Highlands,grass,,any,1,Metagross,100,100
18,Coronet Highlands,grass,,any,1,Garchomp,100,100
190,Distortion World Area 1,grass,,any,1,Clefable,55,55
191,Distortion World Area 2,grass,,any,1,Houndoom,100,100
192,Distortion World Area 3,grass,,any,1,Steelix,65,65
59,Sendoff Spring,grass,,any,1,Alakazam,65,65
63,Turnback Cave,grass,,any,1,Sableye,66,66
79,Turnback Cave,grass,,any,1,Dusknoir,66,66
59,Sendoff Spring,grass,,any,1,Alakazam,65,65
47,Victory Road,grass,,any,1,Gabite,97,97
48,Victory Road,grass,,any,1,Gabite,100,100
49,Victory Road,grass,,any,1,Wobbuffet,100,100
50,Victory Road,grass,,any,1,Wobbuffet,100,100
51,Victory Road,grass,,any,1,Exploud,100,100
52,Victory Road,grass,,any,1,Steelix,100,100
171,Route 224,grass,,any,1,Togepi,65,65
136,Lake Valor,grass,,any,1,Bagon,100,100
4,Pokémon League,grass,,any,1,Munchlax,75,75
176,Twinleaf Town,grass,,day,10,Meowth,8,8
140,Route 201,grass,,day,10,Venonat,4,4
140,Verity Lakefront,grass,,day,10,Venonat,4,4
134,Lake Verity,grass,,day,10,Chingling,3,3
135,Lake Verity,grass,,day,10,Chingling,4,4
187,Sandgem Town,grass,,day,10,Hoppip,5,5
141,Route 202,grass,,day,10,Weedle,5,5
143,Route 204 South,grass,,day,10,Sunkern,9,9
53,Ravaged Path,grass,,day,10,Phanpy,7,7
167,Route 218,grass,,day,10,Chatot,31,31
142,Route 203,grass,,day,10,Ekans,8,8
54,Oreburgh Gate 1F,grass,,day,10,Bonsly,6,6
55,Oreburgh Gate B1F,grass,,day,10,Mankey,6,6
183,Oreburgh City,grass,,day,10,Geodude,10,10
148,Route 207,grass,,day,10,Magby,11,11
5,Oreburgh Mine,grass,,day,10,Aron,10,10
184,Jubilife City,grass,,day,10,Mime Jr.,16,16
144,Route 204 North,grass,,day,10,Sunkern,14,14
185,Floaroma Town,grass,,day,10,Silcoon,15,15
7,Valley Windworks,grass,,day,10,Starly,17,17
145,Route 205 South,grass,,day,10,Nidorino,18,18
8,Eterna Forest,grass,,day,10,Nuzleaf,23,23
146,Route 205 North,grass,,day,10,Nidorino,20,20
1,Eterna City,grass,,day,10,Roselia,20,20
158,Route 211 West,grass,,day,10,Growlithe,17,17
147,Route 206,grass,,day,10,Flaaffy,23,23
10,Mt. Coronet 1F,grass,,day,10,Anorith,24,24
149,Route 208,grass,,day,10,Roselia,19,19
,Amity Square,grass,,day,10,Pichu,20,20
150,Route 209,grass,,day,10,Venonat,36,36
188,Solaceon Town,grass,,day,10,Lopunny,38,38
31,Solaceon Ruins,grass,,day,10,Baltoy,37,37
156,Route 210 South,grass,,day,10,Furret,41,41
164,Route 215,grass,,day,10,Staravia,42,42
163,Route 214,grass,,day,10,Girafarig,45,45
116,Maniac Tunnel,grass,,day,10,Machoke,45,45
138,Valor Lakefront,grass,,day,10,Girafarig,47,47
197,Restaurant,grass,,day,10,Pichu,10,10
162,Route 213,grass,,day,10,Tauros,100,100
2,Pastoria City,grass,,day,10,Quagsire,49,49
23,Great Marsh,grass,,day,10,Tropius,50,50
24,Great Marsh,grass,,day,10,Chatot,50,50
25,Great Marsh,grass,,day,10,Farfetch’d,50,50
26,Great Marsh,grass,,day,10,Grumpig,50,50
27,Great Marsh,grass,,day,10,Exeggcute,50,50
28,Great Marsh,grass,,day,10,Bellossom,50,50
9,Fuego Ironworks,grass,,day,10,Magmar,55,55
196,Floroma Meadow,grass,,day,10,Sunflora,60,60
157,Clamberclaw Cliffs,grass,,day,10,Swablu,45,45
177,Celestic Town,grass,,day,10,Granbull,55,55
159,Route 211,grass,,day,10,Swalot,55,55
21,Mt. Coronet,grass,,day,10,Solrock,65,65
122,Iron Island,grass,,day,10,Arcanine,56,56
123,Iron Island,grass,,day,10,Golbat,56,56
124,Iron Island,grass,,day,10,Corsola,56,56
198,Underground,grass,,day,10,Sandslash,45,45
199,Underground,grass,,day,10,Lileep,45,45
200,Underground,grass,,day,10,Natu,45,45
201,Underground,grass,,day,10,Sandslash,45,45
125,Old Chateau,grass,,day,10,Haunter,66,66
126,Old Chateau,grass,,day,10,Haunter,66,66
127,Old Chateau,grass,,day,10,Haunter,66,66
128,Old Chateau,grass,,day,10,Haunter,66,66
129,Old Chateau,grass,,day,10,Gastly,14,14
130,Old Chateau,grass,,day,10,Haunter,66,66
131,Old Chateau,grass,,day,10,Haunter,66,66
132,Old Chateau,grass,,day,10,Haunter,66,66
133,Old Chateau,grass,,day,10,Haunter,66,66
151,Lost Tower 1F,grass,,day,10,Venomoth,24,24
152,Lost Tower 2F,grass,,day,10,Purugly,46,46
153,Lost Tower 3F,grass,,day,10,Rattata,66,66
154,Lost Tower 4F,grass,,day,10,Chimecho,78,78
155,Lost Tower 5F,grass,,day,10,Misdreavus,86,86
195,Lake Valor,grass,,day,10,Magikarp,27,27
20,Mt. Coronet,grass,,day,10,Solrock,65,65
21,Mt. Coronet,grass,,day,10,Solrock,65,65
165,Route 216,grass,,day,10,Electrike,65,65
166,Route 217,grass,,day,10,Zangoose,70,70
139,Acuity Lakefront,grass,,day,10,Wormadam,65,65
107,Snowpoint Temple,grass,,day,10,Glalie,75,75
108,Snowpoint Temple,grass,,day,10,Glalie,75,75
109,Snowpoint Temple,grass,,day,10,Glalie,75,75
110,Snowpoint Temple,grass,,day,10,Glalie,75,75
111,Snowpoint Temple,grass,,day,10,Glalie,75,75
172,Route 225,grass,,day,10,Primeape,65,65
173,Route 227,grass,,day,10,Rhydon,55,55
174,Route 228,grass,,day,10,Onix,55,55
175,Route 229,grass,,day,10,Pineco,65,65
181,Route 226,grass,,day,10,Fearow,55,55
182,Route 230,grass,,day,10,Exploud,55,55
56,Stark Mountain,grass,,day,10,Magmar,95,95
57,Stark Mountain,grass,,day,10,Geodude,90,90
170,Route 222,grass,,day,10,Electabuzz,50,50
3,Sunyshore City,grass,,day,10,Pachirisu,85,85
169,Route 221,grass,,day,10,Shroomish,90,90
161,Route 212,grass,,day,10,Gastrodon,55,55
113,Wayward Cave,grass,,day,10,Loudred,55,55
112,Wayward Cave,grass,,day,10,Mawile,75,75
137,Lake Acuity,grass,,day,10,Lunatone,65,65
11,Mt Coronet 2f,grass,,day,10,Solrock,90,90
12,Mt Coronet 3f,grass,,day,10,Ursaring,90,90
13,Coronet Highlands,grass,,day,10,Electivire,100,100
14,Coronet Highlands,grass,,day,10,Ninetales,100,100
15,Coronet Highlands,grass,,day,10,Staraptor,100,100
16,Coronet Highlands,grass,,day,10,Starmie,100,100
19,Celestica Ruins,grass,,day,10,Clefairy,65,65
17,Coronet Highlands,grass,,day,10,Kadabra,100,100
18,Coronet Highlands,grass,,day,10,Electrode,100,100
190,Distortion World Area 1,grass,,day,10,Machamp,15,15
191,Distortion World Area 2,grass,,day,10,Skarmory,100,100
192,Distortion World Area 3,grass,,day,10,Kabutops,65,65
59,Sendoff Spring,grass,,day,10,Xatu,65,65
63,Turnback Cave,grass,,day,10,Haunter,66,66
79,Turnback Cave,grass,,day,10,Sableye,66,66
59,Sendoff Spring,grass,,day,10,Xatu,65,65
47,Victory Road,grass,,day,10,Arcanine,97,97
48,Victory Road,grass,,day,10,Girafarig,100,100
49,Victory Road,grass,,day,10,Scizor,100,100
50,Victory Road,grass,,day,10,Scizor,100,100
51,Victory Road,grass,,day,10,Espeon,100,100
52,Victory Road,grass,,day,10,Wigglytuff,100,100
171,Route 224,grass,,day,10,Victreebel,65,65
136,Lake Valor,grass,,day,10,Graveler,55,55
4,Pokémon League,grass,,day,10,Chikorita,75,75
176,Twinleaf Town,grass,,day,10,Meowth,8,8
140,Route 201,grass,,day,10,Vulpix,4,4
140,Verity Lakefront,grass,,day,10,Vulpix,4,4
134,Lake Verity,grass,,day,10,Glameow,3,3
135,Lake Verity,grass,,day,10,Glameow,4,4
187,Sandgem Town,grass,,day,10,Sunkern,5,5
141,Route 202,grass,,day,10,Sunkern,5,5
143,Route 204 South,grass,,day,10,Cherubi,9,9
53,Ravaged Path,grass,,day,10,Psyduck,7,7
167,Route 218,grass,,day,10,Chatot,31,31
142,Route 203,grass,,day,10,Mime Jr.,8,8
54,Oreburgh Gate 1F,grass,,day,10,Psyduck,6,6
55,Oreburgh Gate B1F,grass,,day,10,Psyduck,6,6
183,Oreburgh City,grass,,day,10,Rattata,10,10
148,Route 207,grass,,day,10,Magby,11,11
5,Oreburgh Mine,grass,,day,10,Magby,10,10
184,Jubilife City,grass,,day,10,Spoink,16,16
144,Route 204 North,grass,,day,10,Treecko,14,14
185,Floaroma Town,grass,,day,10,Beautifly,17,17
7,Valley Windworks,grass,,day,10,Pidgey,17,17
145,Route 205 South,grass,,day,10,Nidorina,18,18
8,Eterna Forest,grass,,day,10,Paras,23,23
146,Route 205 North,grass,,day,10,Nidorina,20,20
1,Eterna City,grass,,day,10,Glameow,20,20
158,Route 211 West,grass,,day,10,Vulpix,17,17
147,Route 206,grass,,day,10,Spearow,23,23
10,Mt. Coronet 1F,grass,,day,10,Meditite,24,24
149,Route 208,grass,,day,10,Kirlia,17,17
,Amity Square,grass,,day,10,Sentret,20,20
150,Route 209,grass,,day,10,Grumpig,36,36
188,Solaceon Town,grass,,day,10,Electrike,38,38
31,Solaceon Ruins,grass,,day,10,Mawile,37,37
156,Route 210 South,grass,,day,10,Cacturne,41,41
164,Route 215,grass,,day,10,Staravia,42,42
163,Route 214,grass,,day,10,Swalot,45,45
116,Maniac Tunnel,grass,,day,10,Graveler,45,45
138,Valor Lakefront,grass,,day,10,Pinsir,47,47
197,Restaurant,grass,,day,10,Pichu,25,25
162,Route 213,grass,,day,10,Snorlax,100,100
2,Pastoria City,grass,,day,10,Pelipper,49,49
23,Great Marsh,grass,,day,10,Ledian,50,50
24,Great Marsh,grass,,day,10,Ambipom,50,50
25,Great Marsh,grass,,day,10,Sunflora,50,50
26,Great Marsh,grass,,day,10,Roserade,50,50
27,Great Marsh,grass,,day,10,Staraptor,50,50
28,Great Marsh,grass,,day,10,Fearow,50,50
9,Fuego Ironworks,grass,,day,10,Arcanine,55,55
196,Floroma Meadow,grass,,day,10,Jumpluff,60,60
157,Clamberclaw Cliffs,grass,,day,10,Meditite,45,45
177,Celestic Town,grass,,day,10,Farfetch’d,55,55
159,Route 211,grass,,day,10,Mightyena,55,55
21,Mt. Coronet,grass,,day,10,Crobat,65,65
122,Iron Island,grass,,day,10,Solrock,56,56
123,Iron Island,grass,,day,10,Solrock,56,56
124,Iron Island,grass,,day,10,Armaldo,56,56
198,Underground,grass,,day,10,Sandslash,45,45
199,Underground,grass,,day,10,Roselia,45,45
200,Underground,grass,,day,10,Vulpix,45,45
201,Underground,grass,,day,10,Sandslash,45,45
125,Old Chateau,grass,,day,10,Haunter,39,39
126,Old Chateau,grass,,day,10,Haunter,39,39
127,Old Chateau,grass,,day,10,Haunter,66,66
128,Old Chateau,grass,,day,10,Haunter,39,39
129,Old Chateau,grass,,day,10,Gastly,15,15
130,Old Chateau,grass,,day,10,Haunter,39,39
131,Old Chateau,grass,,day,10,Haunter,39,39
132,Old Chateau,grass,,day,10,Haunter,39,39
133,Old Chateau,grass,,day,10,Haunter,39,39
151,Lost Tower 1F,grass,,day,10,Kecleon,24,24
152,Lost Tower 2F,grass,,day,10,Glameow,46,46
153,Lost Tower 3F,grass,,day,10,Raticate,66,66
154,Lost Tower 4F,grass,,day,10,Xatu,78,78
155,Lost Tower 5F,grass,,day,10,Mightyena,86,86
195,Lake Valor,grass,,day,10,Magikarp,31,31
20,Mt. Coronet,grass,,day,10,Crobat,65,65
21,Mt. Coronet,grass,,day,10,Crobat,65,65
165,Route 216,grass,,day,10,Hariyama,65,65
166,Route 217,grass,,day,10,Snorunt,70,70
139,Acuity Lakefront,grass,,day,10,Abra,65,65
107,Snowpoint Temple,grass,,day,10,Glalie,75,75
108,Snowpoint Temple,grass,,day,10,Glalie,75,75
109,Snowpoint Temple,grass,,day,10,Glalie,75,75
110,Snowpoint Temple,grass,,day,10,Glalie,75,75
111,Snowpoint Temple,grass,,day,10,Glalie,75,75
172,Route 225,grass,,day,10,Fearow,65,65
173,Route 227,grass,,day,10,Torkoal,55,55
174,Route 228,grass,,day,10,Ariados,55,55
175,Route 229,grass,,day,10,Ledyba,65,65
181,Route 226,grass,,day,10,Raichu,55,55
182,Route 230,grass,,day,10,Pachirisu,55,55
56,Stark Mountain,grass,,day,10,Machoke,95,95
57,Stark Mountain,grass,,day,10,Magby,90,90
170,Route 222,grass,,day,10,Pidgeot,50,50
3,Sunyshore City,grass,,day,10,Floatzel,85,85
169,Route 221,grass,,day,10,Teddiursa,90,90
161,Route 212,grass,,day,10,Tropius,55,55
113,Wayward Cave,grass,,day,10,Nidorino,55,55
112,Wayward Cave,grass,,day,10,Medicham,75,75
137,Lake Acuity,grass,,day,10,Lunatone,65,65
11,Mt Coronet 2f,grass,,day,10,Solrock,90,90
12,Mt Coronet 3f,grass,,day,10,Ursaring,90,90
13,Coronet Highlands,grass,,day,10,Walrein,100,100
14,Coronet Highlands,grass,,day,10,Arcanine,100,100
15,Coronet Highlands,grass,,day,10,Staraptor,100,100
16,Coronet Highlands,grass,,day,10,Starmie,100,100
19,Celestica Ruins,grass,,day,10,Clefairy,65,65
17,Coronet Highlands,grass,,day,10,Dunsparce,100,100
18,Coronet Highlands,grass,,day,10,Electrode,100,100
190,Distortion World Area 1,grass,,day,10,Electabuzz,54,54
191,Distortion World Area 2,grass,,day,10,Dunsparce,100,100
192,Distortion World Area 3,grass,,day,10,Omastar,65,65
59,Sendoff Spring,grass,,day,10,Staraptor,65,65
63,Turnback Cave,grass,,day,10,Sableye,66,66
79,Turnback Cave,grass,,day,10,Sableye,66,66
59,Sendoff Spring,grass,,day,10,Staraptor,65,65
47,Victory Road,grass,,day,10,Manectric,97,97
48,Victory Road,grass,,day,10,Magneton,100,100
49,Victory Road,grass,,day,10,Kangaskhan,100,100
50,Victory Road,grass,,day,10,Kangaskhan,100,100
51,Victory Road,grass,,day,10,Mr. Mime,100,100
52,Victory Road,grass,,day,10,Wigglytuff,100,100
171,Route 224,grass,,day,10,Leafeon,65,65
136,Lake Valor,grass,,day,10,Machoke,55,55
4,Pokémon League,grass,,day,10,Bulbasaur,75,75
176,Twinleaf Town,grass,,night,10,Glameow,8,8
140,Route 201,grass,,night,10,Whismur,4,4
140,Verity Lakefront,grass,,night,10,Whismur,4,4
134,Lake Verity,grass,,night,10,Hoothoot,3,3
135,Lake Verity,grass,,night,10,Hoothoot,4,4
187,Sandgem Town,grass,,night,10,Skitty,5,5
141,Route 202,grass,,night,10,Ledyba,5,5
143,Route 204 South,grass,,night,10,Oddish,9,9
53,Ravaged Path,grass,,night,10,Phanpy,7,7
167,Route 218,grass,,night,10,Murkrow,31,31
142,Route 203,grass,,night,10,Spinarak,8,8
54,Oreburgh Gate 1F,grass,,night,10,Teddiursa,6,6
55,Oreburgh Gate B1F,grass,,night,10,Teddiursa,6,6
183,Oreburgh City,grass,,night,10,Charmander,10,10
148,Route 207,grass,,night,10,Vulpix,11,11
5,Oreburgh Mine,grass,,night,10,Geodude,10,10
184,Jubilife City,grass,,night,10,Glameow,16,16
144,Route 204 North,grass,,night,10,Oddish,14,14
185,Floaroma Town,grass,,night,10,Cascoon,15,15
7,Valley Windworks,grass,,night,10,Zubat,17,17
145,Route 205 South,grass,,night,10,Zigzagoon,18,18
8,Eterna Forest,grass,,night,10,Ariados,23,23
146,Route 205 North,grass,,night,10,Zigzagoon,20,20
1,Eterna City,grass,,night,10,Roselia,20,20
158,Route 211 West,grass,,night,10,Growlithe,17,17
147,Route 206,grass,,night,10,Luxio,23,23
10,Mt. Coronet 1F,grass,,night,10,Kabuto,24,24
149,Route 208,grass,,night,10,Roselia,19,19
,Amity Square,grass,,night,10,Shroomish,20,20
150,Route 209,grass,,night,10,Zubat,36,36
188,Solaceon Town,grass,,night,10,Cacturne,38,38
31,Solaceon Ruins,grass,,night,10,Baltoy,37,37
156,Route 210 South,grass,,night,10,Illumise,41,41
164,Route 215,grass,,night,10,Marill,42,42
163,Route 214,grass,,night,10,Swalot,45,45
116,Maniac Tunnel,grass,,night,10,Machoke,45,45
138,Valor Lakefront,grass,,night,10,Stantler,47,47
197,Restaurant,grass,,night,10,Rattata,10,10
162,Route 213,grass,,night,10,Dusknoir,100,100
2,Pastoria City,grass,,night,10,Quagsire,49,49
23,Great Marsh,grass,,night,10,Dugtrio,50,50
24,Great Marsh,grass,,night,10,Quagsire,50,50
25,Great Marsh,grass,,night,10,Noctowl,50,50
26,Great Marsh,grass,,night,10,Vileplume,50,50
27,Great Marsh,grass,,night,10,Drapion,50,50
28,Great Marsh,grass,,night,10,Volbeat,50,50
9,Fuego Ironworks,grass,,night,10,Ampharos,55,55
196,Floroma Meadow,grass,,night,10,Vileplume,60,60
157,Clamberclaw Cliffs,grass,,night,10,Noctowl,45,45
177,Celestic Town,grass,,night,10,Noctowl,55,55
159,Route 211,grass,,night,10,Mothim,55,55
21,Mt. Coronet,grass,,night,10,Lunatone,65,65
122,Iron Island,grass,,night,10,Arcanine,56,56
123,Iron Island,grass,,night,10,Golbat,56,56
124,Iron Island,grass,,night,10,Octillery,56,56
198,Underground,grass,,night,10,Sandslash,45,45
199,Underground,grass,,night,10,Lileep,45,45
