ID Number,Name,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level
199,SLOWKING,Trump Card,1,Psych Up,1,Headbutt,1,Aurora Beam,1,Confusion,1,Body Slam,6,Water Pulse,11,Disable,15,Swagger,20,Power Gem,25,Zen Headbutt,29,Aqua Tail,34,Yawn,39,Teleport,43,Psychic,48,Hydro Pump,53,Slack Off,57,,,,,,,,
200,MISDREAVUS,Astonish,1,Bite,1,Uproar,5,Teleport,10,Night Shade,14,Confuse Ray,19,Psybeam,23,Power Gem,28,Ominous Wind,32,Teleport,37,Pain Split,41,Shadow Ball,46,Shadow Sneak,80,,,,,,,,,,,,,,,,
201,UNOWN,Hidden Power,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,WOBBUFFET,Counter,1,Mirror Coat,1,Safeguard,1,Destiny Bond,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,GIRAFARIG,Double Kick,1,Odor Sleuth,1,Stomp,1,Confusion,1,Bite,1,Body Slam,5,Psybeam,10,Bite,14,Guard Swap,19,Sleep Talk,23,Crunch,28,Double Hit,32,Psychic,37,Earthquake,41,Power Swap,46,,,,,,,,,,,,
204,PINECO,Bug Buzz,1,Revenge,1,Selfdestruct,6,Dig,9,Take Down,12,Bug Bite,17,Drill Run,20,Take Down,23,Iron Head,28,Selfdestruct,31,Pin Missile,34,Explosion,39,Payback,43,Sweet Scent,45,,,,,,,,,,,,,,
205,FORRETRESS,Flash Cannon,1,Rollout,1,Zap Cannon,1,Selfdestruct,1,Bug Buzz,1,Mirror Shot,6,Bite,9,Drill Run,12,Payback,17,Ingrain,20,Revenge,23,Rock Blast,28,Iron Head,31,Bug Bite,33,Selfdestruct,38,Crunch,42,Explosion,50,Pin Missile,55,Gyro Ball,62,Spikes,97,,
206,DUNSPARCE,Secret Power,1,Pursuit,1,Dig,9,Glare,13,Poison Jab,14,Endeavor,21,Yawn,25,Rock Slide,29,Body Slam,33,Zen Headbutt,37,Glare,41,Drill Run,45,Headbutt,49,Roost,53,,,,,,,,,,,,,,
207,GLIGAR,Night Slash,1,ViceGrip,5,Brick Break,9,X-Scissor,12,Dig,16,Poison Sting,20,Rock Slide,23,Wing Attack,27,Aerial Ace,31,Poison Jab,34,Crunch,45,Aqua Tail,65,Earthquake,80,,,,,,,,,,,,,,,,
208,STEELIX,Thunder Fang,1,Ice Fang,1,Fire Fang,1,Roar,1,Dig,1,Screech,1,Swallow,1,Slam,6,Roar,9,Aqua Tail,14,Iron Tail,17,Rock Slide,22,Crunch,25,Selfdestruct,30,Gyro Ball,33,Iron Head,44,Explosion,47,Roar,50,Earthquake,54,Stone Edge,70,,
209,SNUBBULL,Odor Sleuth,1,Snore,1,Pound,1,Tackle,1,Lick,1,Bite,1,Roar,1,Present,7,Metronome,13,Double Kick,19,Body Slam,25,Roar,31,Crunch,37,Seismic Toss,43,Thrash,79,,,,,,,,,,,,
210,GRANBULL,Ice Fang,1,Fire Fang,1,Thunder Fang,1,Tackle,1,Lick,1,Bite,1,Roar,1,Headbutt,7,Payback,13,Brick Break,19,Body Slam,27,Roar,35,Crunch,43,Earthquake,51,Double-Edge,59,,,,,,,,,,,,
211,QWILFISH,Poison Sting,1,Toxic,1,BubbleBeam,1,Selfdestruct,9,Pin Missile,9,Shadow Ball,13,Brine,17,Explosion,21,Twineedle,25,Payback,25,Double-Edge,29,Hydro Pump,33,Poison Jab,37,Selfdestruct,41,Explosion,45,Dive,49,Poison Tail,73,Aqua Tail,87,,,,,,
212,SCIZOR,Double Hit,1,Flash Cannon,1,Silver Wind,1,ViceGrip,5,Wing Attack,9,Bug Buzz,13,Double-Edge,17,Steel Wing,21,Brick Break,25,Aerial Ace,29,Feint,33,Metal Claw,37,Slash,41,Night Slash,45,Cross Chop,49,Iron Head,53,X-Scissor,57,Pursuit,61,,,,,,
213,SHUCKLE,Gyro Ball,1,Rock Slide,1,Wrap,1,Encore,9,Bide,14,Bug Bite,22,Sweet Scent,27,Power Trick,35,Sand Tomb,40,Gastro Acid,48,,,,,,,,,,,,,,,,,,,,,,
214,HERACROSS,Close Combat,1,Leech Life,1,Seismic Toss,1,Aerial Ace,1,Karate Chop,1,Pin Missile,7,Rock Slide,13,Night Slash,19,Brick Break,25,X-Scissor,31,Facade,37,Pursuit,43,Cross Chop,49,Megahorn,55,,,,,,,,,,,,,,
215,SNEASEL,Scratch,1,Powder Snow,1,Dark Pulse,1,Beat Up,8,Ice Fang,10,Faint Attack,14,Slash,21,Metal Claw,24,Ice Punch,28,Night Slash,35,Aerial Ace,38,Brick Break,42,Ice Shard,99,,,,,,,,,,,,,,,,
216,TEDDIURSA,Pound,1,Roar,1,Lick,1,Faint Attack,1,Metal Claw,1,Karate Chop,8,Sweet Scent,15,Night Slash,22,Submission,29,Sleep Talk,43,Crunch,43,Double-Edge,47,Close Combat,55,Thrash,60,,,,,,,,,,,,,,
217,URSARING,Cross Chop,1,Metal Claw,1,Slash,1,Lick,1,Hammer Arm,1,Return,8,Fire Punch,15,Night Slash,22,Submission,29,Roar,38,Cross Chop,47,Crunch,49,Earthquake,58,Roar,67,Shadow Claw,80,Double-Edge,100,,,,,,,,,,
218,SLUGMA,Fire Spin,1,Smog,1,Rock Throw,8,Recover,11,Rock Slide,21,Will-O-Wisp,23,Body Slam,25,Lava Plume,25,Heat Wave,38,Energy Ball,41,Earth Power,46,AncientPower,53,Magma Storm,56,,,,,,,,,,,,,,,,
219,MAGCARGO,Yawn,1,Selfdestruct,1,Hyper Beam,1,Fire Spin,1,Rock Throw,8,Recover,11,Lava Plume,16,Will-O-Wisp,23,Rock Slide,26,Energy Ball,31,Heat Wave,40,Explosion,45,Earth Power,52,AncientPower,61,Magma Storm,66,,,,,,,,,,,,
220,SWINUB,Odor Sleuth,1,Powder Snow,1,Mud-Slap,4,Headbutt,8,Rock Throw,13,Aurora Beam,16,Dig,20,Rock Slide,25,Bite,28,Ice Fang,39,Earthquake,42,Crunch,45,Stone Edge,55,Icicle Spear,60,,,,,,,,,,,,,,
221,PILOSWINE,Brick Break,1,Double-Edge,1,Headbutt,1,Sand Tomb,1,Rock Throw,1,Powder Snow,4,Mud Bomb,8,Body Slam,13,Rock Slide,16,Ice Beam,20,Dig,25,Stone Edge,28,Ice Fang,32,Take Down,33,Roar,40,Crunch,48,Earthquake,56,Icicle Spear,65,,,,,,
222,CORSOLA,Rollout,1,AncientPower,4,BubbleBeam,8,Selfdestruct,13,Refresh,16,Power Gem,20,Recover,25,Muddy Water,28,Ice Beam,32,Rock Blast,37,Explosion,40,Aqua Cutter,44,Icicle Spear,48,Head Smash,53,Muddy Water,55,Scald,58,,,,,,,,,,
223,REMORAID,Psybeam,1,Swift,3,Water Gun,5,Aurora Beam,14,Signal Beam,19,BubbleBeam,23,Water Pulse,27,Lock-On,32,Fire Blast,36,Hyper Beam,40,Hydro Pump,50,Hydro Cannon,93,,,,,,,,,,,,,,,,,,
224,OCTILLERY,Gunk Shot,1,Double-Edge,1,Mud Shot,1,SmokeScreen,1,Psybeam,1,Ice Beam,1,Wrap,6,BubbleBeam,10,Bullet Seed,14,Rock Blast,19,Signal Beam,23,Octazooka,25,Wring Out,29,Tri Attack,36,Head Smash,42,Submission,55,Hydro Pump,57,,,,,,,,
225,DELIBIRD,Present,1,Powder Snow,4,Gust,7,Present,11,Aurora Beam,18,Icy Wind,22,Drill Run,25,Ice Beam,29,Blizzard,34,Destiny Bond,44,Spikes,80,,,,,,,,,,,,,,,,,,,,
226,MANTINE,Psybeam,1,Bullet Seed,1,Signal Beam,1,Tackle,1,Bubble,1,Supersonic,1,Twister,1,Mud-Slap,4,Bounce,10,BubbleBeam,13,Psybeam,19,Air Cutter,22,Signal Beam,28,Water Pulse,31,Confuse Ray,37,Air Slash,40,Ice Beam,46,Hydro Pump,49,,,,,,
227,SKARMORY,Whirlwind,1,Wing Attack,1,Double-Edge,6,Roar,9,Take Down,12,Aerial Ace,17,Whirlwind,20,Flash Cannon,23,Double-Edge,28,Drill Peck,31,Roar,34,Whirlwind,39,Steel Wing,42,Brave Bird,45,,,,,,,,,,,,,,
228,HOUNDOUR,Roar,1,Pursuit,1,Smog,4,Ember,9,Bite,14,Roar,17,Double-Edge,22,Beat Up,27,Fire Fang,30,Faint Attack,35,Crunch,40,Roar,43,Flamethrower,48,Dark Pulse,53,,,,,,,,,,,,,,
229,HOUNDOOM,Smog,1,Pursuit,1,Ember,1,Roar,1,Sludge Bomb,1,Toxic,4,Fire Spin,9,Bite,14,Roar,17,Thunder Fang,22,Fire Fang,28,Crunch,32,Poison Fang,38,Roar,44,Flamethrower,60,Dark Pulse,70,Will-O-Wisp,90,Teleport,91,Roar,92,,,,
230,KINGDRA,Whirlpool,1,Water Pulse,1,SmokeScreen,1,Swift,1,Water Gun,1,SmokeScreen,4,Twister,8,Water Gun,11,Aurora Beam,14,Body Slam,18,Hydro Pump,23,DragonBreath,26,Double-Edge,30,Ice Beam,40,Octazooka,48,Dragon Pulse,57,,,,,,,,,,
231,PHANPY,Odor Sleuth,1,Tackle,1,Water Gun,1,Rock Throw,1,Dig,6,Flail,10,Body Slam,15,Rock Slide,19,Bulldoze,24,Hydro Pump,28,Slam,33,Rollout,37,Earthquake,42,,,,,,,,,,,,,,,,
232,DONPHAN,Fire Fang,1,Thunder Fang,1,Seed Bomb,1,Tackle,1,Rock Slide,1,Double-Edge,1,Rollout,6,Sand Tomb,10,Assurance,15,Body Slam,19,Rock Slide,24,Take Down,25,Roar,31,Slam,39,Rollout,46,Earthquake,54,,,,,,,,,,
233,PORYGON2,Conversion 2,1,Teleport,1,Shock Wave,1,Swift,1,Psybeam,7,Hidden Power,12,Recover,18,Teleport,23,Double-Edge,29,Signal Beam,34,Discharge,40,Tri Attack,45,Teleport,51,Ice Beam,56,Shadow Ball,62,Hyper Beam,97,,,,,,,,,,
234,STANTLER,Megahorn,1,Hi Jump Kick,3,Me First,7,Hypnosis,10,Stomp,13,Confuse Ray,16,Zen Headbutt,21,Teleport,23,Body Slam,27,Role Play,33,Extrasensory,38,Spacial Rend,43,Earthquake,49,Gravity,53,Teleport,55,,,,,,,,,,,,
235,SMEARGLE,Sketch,1,Sketch,11,Sketch,21,Sketch,31,Sketch,41,Sketch,51,Sketch,61,Sketch,71,Sketch,81,Sketch,91,,,,,,,,,,,,,,,,,,,,,,
236,TYROGUE,Tackle,1,Helping Hand,1,Foresight,1,Fake Out,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,HITMONTOP,Low Kick,1,Rolling Kick,1,Mega Kick,6,Body Slam,10,Ice Punch,15,Rolling Kick,19,Rock Throw,24,Low Kick,28,Blaze Kick,33,Drill Run,37,Quick Attack,42,Gyro Ball,46,Pursuit,51,Triple Kick,55,,,,,,,,,,,,,,
238,SMOOCHUM,Pound,1,Lick,5,Sweet Kiss,8,Powder Snow,11,Confusion,15,Sweet Kiss,18,Seismic Toss,21,Psybeam,25,Aurora Beam,28,Copycat,31,Focus Blast,35,Psychic,38,Sing,41,Ice Beam,45,,,,,,,,,,,,,,
239,ELEKID,ThunderShock,1,Pound,1,Low Kick,7,Shock Wave,10,Seismic Toss,16,Swift,19,Karate Chop,25,Fire Punch,28,Cross Chop,34,Fire Punch,37,Ice Punch,43,Thunderbolt,46,,,,,,,,,,,,,,,,,,
240,MAGBY,Ember,1,Smog,1,Pound,7,Confuse Ray,10,Fire Punch,16,Faint Attack,19,ThunderPunch,25,Karate Chop,28,Lava Plume,34,Psychic,37,Cross Chop,43,Overheat,46,,,,,,,,,,,,,,,,,,
241,MILTANK,Stomp,1,Present,3,Pound,5,Seismic Toss,8,Milk Drink,11,Body Slam,15,Earthquake,19,Wake-Up Slap,24,Zen Headbutt,29,Double-Edge,35,Milk Drink,41,Hammer Arm,48,Heal Bell,55,,,,,,,,,,,,,,,,
242,BLISSEY,Pound,1,Submission,1,Teleport,5,Take Down,9,Double-Edge,12,DoubleSlap,16,Metronome,20,Teleport,23,Fling,27,Submission,31,Double-Edge,34,Teleport,38,Take Down,42,Egg Bomb,46,,,,,,,,,,,,,,
243,RAIKOU,ThunderShock,1,Teleport,1,Metal Claw,8,Bite,15,Thunder Fang,22,Roar,29,Teleport,36,Extrasensory,43,Crunch,50,Wild Charge,57,Roar,64,Shadow Ball,71,Aura Sphere,78,Discharge,85,,,,,,,,,,,,,,
244,ENTEI,Flare Blitz,1,Crush Claw,1,Stone Edge,8,Bite,15,Lava Plume,22,Roar,29,Stomp,36,Metal Claw,43,Extrasensory,50,Eruption,57,Roar,64,Iron Tail,71,ExtremeSpeed,78,Sacred Fire,85,,,,,,,,,,,,,,
245,SUICUNE,Bite,1,Ice Fang,1,Gust,8,Aurora Beam,15,BubbleBeam,22,Roar,29,Extrasensory,36,Hyper Beam,43,Air Slash,50,Brine,57,Roar,64,Ominous Wind,71,Ice Beam,78,Hydro Pump,85,,,,,,,,,,,,,,
246,LARVITAR,Bite,1,Earth Power,1,Dark Pulse,5,Double-Edge,10,Roar,14,Bulldoze,19,Rock Slide,23,Crunch,28,Hyper Beam,32,Roar,37,Earthquake,41,Stone Edge,46,Double-Edge,50,,,,,,,,,,,,,,,,
247,PUPITAR,Assurance,1,Iron Head,1,Superpower,1,Poison Gas,1,Sand Tomb,5,Hyper Beam,10,Roar,14,Pursuit,19,Bulldoze,23,Rock Slide,28,Take Down,34,Roar,41,Earthquake,47,Stone Edge,54,Payback,60,,,,,,,,,,,,
248,TYRANITAR,Thunder Fang,1,Ice Fang,1,Fire Fang,1,Bite,1,Earth Power,1,Assurance,1,Hyper Beam,1,Superpower,5,Pursuit,10,Roar,14,Take Down,19,Bulldoze,23,Rock Slide,28,Payback,34,Roar,41,Earthquake,60,Stone Edge,70,Crunch,70,,,,,,
249,LUGIA,Gust,1,Whirlpool,9,Hydro Pump,15,Recover,23,Sky Attack,29,Punishment,37,Whirlwind,43,AncientPower,51,Roar,57,Aeroblast,65,Extrasensory,71,Whirlwind,79,Recover,85,Roar,93,Psycho Boost,99,,,,,,,,,,,,
250,HO-OH,Hyper Beam,1,Earthquake,9,Fire Spin,15,Flare Blitz,23,Roar,29,Punishment,37,AncientPower,43,Whirlwind,51,Heat Wave,57,Sky Attack,65,Roar,71,Recover,79,Whirlwind,85,Brave Bird,93,Sacred Fire,99,,,,,,,,,,,,
251,CELEBI,Hyper Beam,1,Confusion,1,Magical Leaf,1,Recover,1,Safeguard,10,Heal Bell,19,Teleport,28,Earth Power,37,Seed Bomb,46,Psychic,55,Recover,64,Teleport,73,AncientPower,82,Leaf Storm,91,,,,,,,,,,,,,,
252,TREECKO,Pound,1,Mega Drain,1,Seismic Toss,6,Bite,11,Razor Leaf,17,Swift,21,Crunch,26,Secret Power,31,Magical Leaf,36,DragonBreath,41,Rock Slide,46,ThunderPunch,51,Leaf Blade,54,,,,,,,,,,,,,,,,
253,GROVYLE,Camouflage,1,Pound,1,Razor Leaf,1,Pursuit,1,Swift,6,Bite,11,Razor Leaf,19,Dig,23,False Swipe,27,Crunch,31,Magical Leaf,39,X-Scissor,41,Secret Power,44,ThunderPunch,53,Leaf Blade,60,,,,,,,,,,,,
254,SCEPTILE,Crunch,1,Seed Bomb,1,False Swipe,1,Magical Leaf,1,Pursuit,1,Brick Break,6,Camouflage,11,Razor Leaf,16,Night Slash,17,X-Scissor,23,DragonBreath,29,Magical Leaf,41,Secret Power,47,Nature Power,53,Dragon Claw,60,Leaf Blade,70,,,,,,,,,,
255,TORCHIC,Scratch,1,Peck,1,Ember,7,Double Kick,10,Swift,16,Aerial Ace,17,Flame Wheel,21,Dig,28,Flamethrower,34,Mirror Move,37,Fire Blast,43,,,,,,,,,,,,,,,,,,,,
256,COMBUSKEN,Triple Kick,1,Hyper Voice,1,Metal Claw,1,Fire Punch,1,Swift,7,Night Slash,13,Double Kick,16,Aerial Ace,19,Flame Wheel,23,Rolling Kick,28,Slash,32,ThunderPunch,39,Flamethrower,43,Jump Kick,50,Blaze Kick,54,Brave Bird,70,,,,,,,,,,
257,BLAZIKEN,Sky Uppercut,1,Dig,1,Flamethrower,1,Fire Punch,1,Fire Spin,1,Mega Kick,7,Metal Claw,13,Double Kick,16,Flame Wheel,17,Poison Jab,21,Night Slash,28,Slash,32,Flamethrower,50,Roar,55,ThunderPunch,58,Aura Sphere,60,Blaze Kick,66,,,,,,,,
258,MUDKIP,Tackle,1,Water Gun,1,Mud-Slap,6,Rock Throw,10,Rock Smash,15,BubbleBeam,19,Mud Bomb,24,Rock Slide,28,Brick Break,33,Hydro Pump,37,Superpower,42,Aqua Tail,46,,,,,,,,,,,,,,,,,,
259,MARSHTOMP,Tackle,1,Water Gun,1,Mud-Slap,1,Endeavor,1,Rock Throw,6,BubbleBeam,10,Dig,15,Take Down,16,Mud Bomb,20,Muddy Water,25,Earth Power,31,Secret Power,37,Ice Beam,48,Earthquake,50,Aqua Tail,56,,,,,,,,,,,,
260,SWAMPERT,Superpower,1,Mud-Slap,1,Mud Shot,1,Water Gun,1,Body Slam,6,Mud Bomb,10,Hammer Arm,15,BubbleBeam,16,AncientPower,20,Earth Power,25,Ice Beam,31,Muddy Water,39,Stone Edge,60,Earthquake,68,Ice Punch,72,Aqua Tail,77,,,,,,,,,,
261,POOCHYENA,Quick Attack,1,Tackle,5,Sand-Attack,9,Bite,13,Yawn,17,Odor Sleuth,21,Body Slam,25,Assurance,29,Poison Fang,33,Crunch,37,Fire Fang,41,Beat Up,45,Super Fang,49,Pursuit,53,Sucker Punch,55,,,,,,,,,,,,
262,MIGHTYENA,Quick Attack,1,Pursuit,1,Sand-Attack,1,Body Slam,1,Poison Fang,5,Yawn,9,Bite,13,Odor Sleuth,17,Assurance,22,Thunder Fang,27,Poison Fang,37,Beat Up,42,Crunch,49,Roar,50,Fire Fang,52,Pursuit,57,Super Fang,62,Sucker Punch,66,Roar,70,,,,
263,ZIGZAGOON,Quick Attack,1,Sand-Attack,1,Bite,5,Headbutt,9,Mud-Slap,13,Odor Sleuth,17,Body Slam,25,Pin Missile,25,Fury Swipes,29,Pursuit,33,Dig,37,Seed Bomb,41,ExtremeSpeed,45,,,,,,,,,,,,,,,,
264,LINOONE,Fling,1,Tackle,1,Metal Claw,1,Body Slam,1,Gunk Shot,1,Pin Missile,5,Headbutt,9,Sand-Attack,13,Quick Attack,17,Iron Tail,23,Night Slash,29,Fury Swipes,35,Seed Bomb,41,Dig,47,Pursuit,53,ExtremeSpeed,59,,,,,,,,,,
265,WURMPLE,Poison Sting,1,String Shot,1,Bug Bite,3,Tackle,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,SILCOON,Bug Bite,1,Iron Defense,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,BEAUTIFLY,Leech Life,1,Mega Drain,10,Gust,11,Stun Spore,13,Morning Sun,17,Silver Wind,20,Aerial Ace,21,Attract,23,Giga Drain,24,Bug Buzz,28,Air Slash,29,,,,,,,,,,,,,,,,,,,,
268,CASCOON,Bug Bite,1,Iron Defense,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,DUSTOX,Bug Bite,1,Psybeam,10,Moonlight,12,PoisonPowder,15,Silver Wind,17,Sludge Bomb,20,Whirlwind,23,Toxic,25,Bug Buzz,27,Poison Fang,30,Light Screen,34,,,,,,,,,,,,,,,,,,,,
270,LOTAD,Bubble,1,Tackle,3,Astonish,5,Razor Leaf,7,Water Gun,11,Absorb,13,Nature Power,19,Magical Leaf,25,BubbleBeam,31,Zen Headbutt,37,Teeter Dance,45,Energy Ball,50,,,,,,,,,,,,,,,,,,
271,LOMBRE,Uproar,1,Tackle,3,Astonish,5,Razor Leaf,7,Water Gun,11,Absorb,15,Nature Power,21,Magical Leaf,28,BubbleBeam,35,Zen Headbutt,41,Ice Punch,45,Energy Ball,55,Hydro Pump,60,,,,,,,,,,,,,,,,
272,LUDICOLO,Fire Punch,1,ThunderPunch,1,Energy Ball,1,Ice Punch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,SEEDOT,Mega Drain,1,Leech Life,3,Absorb,7,Selfdestruct,13,Giga Drain,21,Seed Bomb,31,Explosion,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,NUZLEAF,Fake Out,1,Nature Power,1,Silver Wind,3,Rock Slide,7,Faint Attack,13,Razor Leaf,19,Extrasensory,25,Explosion,31,Night Slash,37,Leaf Blade,43,GrassWhistle,49,,,,,,,,,,,,,,,,,,,,
275,SHIFTRY,Crunch,1,Whirlwind,1,Explosion,1,Heat Wave,1,Leaf Blade,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,TAILLOW,Peck,1,Uproar,1,Whirlwind,4,Wing Attack,8,Tackle,13,Hyper Voice,19,Roar,26,Endeavor,34,Facade,55,Brave Bird,60,,,,,,,,,,,,,,,,,,,,,,
277,SWELLOW,Pluck,1,Pursuit,1,Heat Wave,1,Air Slash,1,Steel Wing,1,Hyper Voice,4,Whirlwind,8,Quick Attack,13,Aerial Ace,19,Endeavor,28,Roar,38,Double-Edge,59,Brave Bird,75,,,,,,,,,,,,,,,,
278,WINGULL,Peck,1,Water Gun,1,Supersonic,6,Bite,11,Wing Attack,16,Water Pulse,19,Pursuit,24,Pluck,29,Ice Beam,34,Brine,37,Air Slash,42,Hydro Pump,47,,,,,,,,,,,,,,,,,,
279,PELIPPER,Fling,1,Headbutt,1,Swift,1,Supersonic,1,Water Gun,6,Wing Attack,11,Bite,16,Pursuit,19,BubbleBeam,24,Pluck,25,Payback,31,Ice Beam,34,Brine,37,Air Slash,38,Swallow,53,Roost,55,Hydro Pump,60,Whirlwind,61,,,,,,
280,RALTS,Confusion,1,Magical Leaf,10,Psybeam,17,Future Sight,21,Lucky Chant,23,Fire Punch,28,Zen Headbutt,32,Thunderbolt,34,Psychic,39,Hypnosis,43,Heart Swap,45,Mystical Fire,47,,,,,,,,,,,,,,,,,,
281,KIRLIA,Petal Dance,1,Blaze Kick,1,Triple Axel,1,Confusion,6,Future Sight,19,Magical Leaf,20,Lucky Chant,25,Zen Headbutt,28,Seismic Toss,31,Thunderbolt,36,Teleport,39,Psychic,45,Hypnosis,50,Heart Swap,53,Mystical Fire,55,,,,,,,,,,,,
282,GARDEVOIR,Shadow Ball,1,Tri Attack,1,Signal Beam,1,Psybeam,1,Hyper Voice,1,Triple Axel,6,Mystical Fire,10,Extrasensory,12,Magical Leaf,22,Thunderbolt,25,Gravity,33,Psychic,48,Heart Swap,63,Aura Sphere,70,Spacial Rend,75,,,,,,,,,,,,
283,SURSKIT,Bubble,1,Quick Attack,7,Sweet Scent,13,Signal Beam,19,BubbleBeam,25,Bug Buzz,31,Mud Bomb,37,Stun Spore,37,Hydro Pump,43,,,,,,,,,,,,,,,,,,,,,,,,
284,MASQUERAIN,Ominous Wind,1,Mud Bomb,1,Quick Attack,1,Sweet Scent,1,Silver Wind,1,Water Pulse,7,Sweet Scent,13,Signal Beam,19,Air Cutter,22,Giga Drain,26,Stun Spore,33,Bug Buzz,40,Air Slash,47,Ice Beam,54,Hydro Pump,61,,,,,,,,,,,,
285,SHROOMISH,PoisonPowder,1,Mega Drain,5,Take Down,9,Stun Spore,13,Headbutt,17,Mega Drain,21,Take Down,25,Sleep Powder,49,Sludge Bomb,53,Double-Edge,57,Seed Bomb,61,Spore,100,,,,,,,,,,,,,,,,,,
286,BRELOOM,Sky Uppercut,1,Tackle,1,Revenge,1,Iron Tail,1,Headbutt,5,Take Down,9,Mega Drain,13,Take Down,17,Sludge Bomb,21,Force Palm,23,Take Down,29,Giga Drain,30,Submission,60,Stun Spore,67,Seed Bomb,71,Mach Punch,100,,,,,,,,,,
287,SLAKOTH,Snore,1,Take Down,1,Bite,7,Faint Attack,13,Metal Claw,19,Slash,25,Night Slash,31,Slack Off,37,Yawn,43,,,,,,,,,,,,,,,,,,,,,,,,
288,VIGOROTH,Slash,1,Metal Claw,1,Uproar,1,Roar,1,Crush Claw,7,Night Slash,13,Fury Swipes,19,Double-Edge,24,Roar,31,Pursuit,37,Submission,43,Thrash,49,,,,,,,,,,,,,,,,,,
289,SLAKING,Hammer Arm,1,Rest,1,Bite,1,Take Down,1,Ice Punch,7,ThunderPunch,13,Fire Punch,19,Roar,25,Double-Edge,31,Night Slash,36,Submission,37,Crush Grip,43,Roar,49,Punishment,55,Slack Off,61,,,,,,,,,,,,
290,NINCADA,Uproar,1,Mud-Slap,1,Leech Life,5,Hyper Voice,9,Bug Buzz,14,Dig,19,Metal Claw,25,Fury Swipes,31,X-Scissor,38,Shadow Claw,45,,,,,,,,,,,,,,,,,,,,,,
291,NINJASK,Bug Bite,1,Uproar,1,Roar,1,Leech Life,1,Fury Swipes,1,Whirlwind,5,Metal Claw,9,Teleport,14,Bug Buzz,19,Roar,20,Hyper Voice,20,Whirlwind,20,Aerial Ace,25,Teleport,31,Quick Attack,38,Roar,45,X-Scissor,52,,,,,,,,
292,SHEDINJA,Take Down,1,Will-O-Wisp,1,Leech Life,5,Shadow Sneak,9,Double-Edge,14,Confuse Ray,19,Shadow Claw,25,Bug Bite,31,Curse,38,Teleport,45,X-Scissor,52,Pain Split,59,,,,,,,,,,,,,,,,,,
293,WHISMUR,Pound,1,Uproar,5,Growl,11,Astonish,15,Supersonic,21,Stomp,25,Screech,31,Roar,35,Rest,41,Sleep Talk,41,Hyper Voice,45,,,,,,,,,,,,,,,,,,,,
294,LOUDRED,Pound,1,Uproar,1,Astonish,1,Howl,1,Uproar,5,Astonish,11,Screech,15,Bite,20,Supersonic,23,Stomp,29,Screech,37,Roar,43,Rest,51,Sleep Talk,51,Hyper Voice,57,,,,,,,,,,,,
295,EXPLOUD,Metal Sound,1,Extrasensory,1,Water Pulse,1,Uproar,1,Thunder Fang,1,Ice Fang,1,Fire Fang,1,Bite,5,Howl,11,Body Slam,15,Crunch,20,Supersonic,23,Screech,29,Endeavor,37,Hammer Arm,40,Earthquake,45,Roar,55,Hyper Voice,55,Focus Blast,63,Double-Edge,71,,
296,MAKUHITA,Karate Chop,1,Pound,1,Sand-Attack,4,Whirlwind,7,Vital Throw,10,Take Down,13,Seismic Toss,16,Whirlwind,19,Submission,22,SmellingSalt,25,Force Palm,28,Body Slam,31,Whirlwind,34,Close Combat,52,Shadow Punch,55,Fake Out,70,,,,,,,,,,
297,HARIYAMA,Brine,1,Mega Punch,1,Cross Chop,1,Payback,1,Ice Punch,1,Fire Punch,4,Seismic Toss,7,Vital Throw,10,ThunderPunch,13,Body Slam,16,Whirlwind,19,SmellingSalt,22,Submission,27,Force Palm,32,Body Slam,37,Whirlwind,42,Shadow Punch,47,Close Combat,90,Fake Out,99,,,,
298,AZURILL,Present,1,Water Gun,2,Pound,7,BubbleBeam,10,Slam,25,Bounce,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,NOSEPASS,Headbutt,1,Rock Slide,7,Seismic Toss,13,Iron Head,19,Power Gem,25,Discharge,31,Selfdestruct,37,Earth Power,43,AncientPower,49,Thunder Wave,55,Explosion,61,Earthquake,67,Head Smash,73,Metal Burst,79,,,,,,,,,,,,,,
300,SKITTY,Growl,1,Quick Attack,1,Present,1,Fake Out,1,Foresight,6,Attract,8,Sing,11,DoubleSlap,15,Copycat,18,Assist,22,Hyper Voice,25,Faint Attack,29,Charm,32,Wake-Up Slap,36,Heal Bell,39,Double Hit,42,Tail Whip,45,Captivate,46,,,,,,
